Client_ID,Membership_Length,Accountt_Value,Product_Count,CreditCard_Flag,Activity_Status,Premium_Tier,Left_Service
15727281,9,0,2,1,0,0,0
15646276,2,146033.62,1,1,0,0,0
15697095,7,0,2,1,0,0,0
15754796,4,135070.58,2,1,1,0,1
15628947,3,0,2,0,0,0,1
15670481,9,122550.05,2,0,1,0,0
15619029,2,0,2,1,0,0,0
15721487,6,0,1,1,1,0,0
15629617,2,126873.52,1,0,1,0,0
15579062,9,0,2,0,0,0,0
15710164,7,0,2,0,0,0,1
15693904,4,84958.6,2,0,1,0,0
15797733,10,136622.55,2,0,0,0,0
15685150,7,167658.33,2,1,1,0,0
15774166,2,109483.54,2,0,1,0,0
15596671,8,91611.12,1,0,0,0,1
15799966,9,101609.77,1,0,0,0,1
15794560,5,0,1,1,1,0,0
15809772,2,0,1,1,0,0,0
15687959,4,0,1,1,1,0,0
15585282,1,127706.33,2,0,1,0,0
15714993,9,124349.34,1,1,0,0,0
15646615,1,119336.29,2,0,1,0,0
15742632,9,0,1,0,1,0,0
15796334,10,144757.02,1,1,0,0,1
15703019,10,0,2,0,1,0,0
15680855,2,145731.83,1,0,1,0,0
15697311,5,110802.03,1,1,1,0,1
15684198,10,0,2,1,1,0,0
15608653,7,70731.07,1,1,1,0,1
15784280,2,109342.82,2,0,1,0,0
15789546,8,0,2,1,0,0,0
15678385,2,78247.31,2,1,1,0,0
15571778,10,117561.49,1,1,0,0,1
15640627,4,0,2,1,0,0,0
15566211,1,103560.57,1,1,0,0,1
15595067,6,0,2,1,1,0,0
15670374,1,120656.86,4,0,0,0,1
15700223,4,164701.68,1,1,1,0,0
15729956,1,80780.16,1,1,1,0,0
15640260,8,131081.66,2,1,1,0,0
15583748,8,0,2,1,0,0,0
15790683,1,104077.19,2,0,1,0,0
15700212,10,0,2,0,0,0,1
15626710,4,0,1,1,1,0,0
15716491,4,93656.95,1,0,1,0,1
15625824,6,121345.88,4,1,0,0,1
15617705,8,141675.23,1,0,1,0,0
15761976,8,0,2,1,0,0,0
15744517,9,0,1,0,0,0,1
15686963,3,0,1,1,0,0,0
15583595,8,0,1,1,1,0,0
15801548,7,144162.3,2,1,1,0,0
15660833,5,86350.87,2,0,0,0,0
15762277,5,158623.14,1,0,0,0,1
15791302,8,0,2,1,0,0,0
15798975,4,132403.56,1,0,0,0,1
15701200,6,0,2,1,1,0,0
15729040,2,0,2,1,0,0,0
15602497,6,133214.13,1,0,1,0,0
15701333,7,96558.66,1,0,0,0,0
15812071,6,93806.31,2,0,1,0,0
15738267,3,124043.8,1,1,1,0,1
15653595,6,0,2,0,1,0,0
15668058,8,124098.54,1,1,0,0,0
15597131,5,145807.59,1,1,1,0,0
15640953,2,107508.93,2,1,1,0,0
15715031,6,0,2,0,1,0,0
15589660,1,145980.23,1,0,1,0,0
15769818,3,212778.2,1,0,1,0,0
15614818,9,168964.77,1,0,1,0,0
15797686,8,113000.92,1,1,1,0,0
15690678,4,129307.32,1,1,1,0,0
15747677,6,163975.09,1,1,1,0,0
15807294,2,88243.29,2,1,1,0,0
15599552,2,0,2,1,1,0,0
15718779,1,0,1,1,1,0,0
15779481,4,158741.43,2,1,1,0,0
15709994,7,140596.95,1,0,1,0,1
15618018,1,104783.81,2,0,1,0,0
15671032,0,77992.97,2,1,1,0,0
15649523,1,0,2,1,0,0,0
15618314,8,114005.78,1,1,1,0,0
15725141,3,109528.28,1,1,0,0,1
15693018,10,115563.71,1,1,1,0,0
15636756,2,0,2,1,0,0,0
15576714,8,0,2,1,1,0,0
15793881,6,118273.83,1,0,1,0,0
15789548,7,0,2,1,1,0,0
15617518,7,89409.95,1,1,1,0,0
15631813,6,0,2,1,1,0,0
15729668,3,60280.62,1,1,0,0,0
15741728,7,135216.8,1,1,1,0,0
15576676,6,124923.35,2,1,1,0,0
15765520,7,188614.07,1,1,0,0,0
15593470,8,166287.85,1,1,1,0,0
15648721,4,0,2,1,1,0,0
15801466,2,122524.61,2,1,0,0,0
15649121,3,0,1,1,0,0,1
15674811,3,59385.98,2,1,1,0,0
15646037,9,0,3,1,1,0,0
15665695,4,0,2,1,1,0,0
15662955,8,141223.68,2,1,0,0,0
15657386,1,141749.74,2,0,1,0,0
15777797,5,75075.14,1,1,1,0,1
15783955,4,165686.11,2,1,0,0,0
15804516,2,0,1,1,0,0,0
15681758,10,0,2,1,0,0,0
15588248,0,0,2,1,1,0,1
15735222,5,0,2,1,1,0,0
15604804,7,127305.5,1,1,1,0,0
15571550,9,0,1,1,0,0,0
15723053,8,170291.22,2,0,1,0,0
15754177,2,111061.01,2,0,0,0,0
15683544,3,0,1,1,1,0,0
15708048,4,124379.14,1,1,0,0,0
15701109,7,0,1,1,1,0,0
15600110,3,57745.76,1,1,0,0,0
15651533,5,129293.74,1,1,0,0,1
15655574,8,150777.1,1,1,0,0,0
15569423,4,0,2,1,0,0,0
15675501,5,153861.1,1,1,1,0,0
15633233,1,100374.58,1,1,0,0,1
15667134,8,0,2,0,0,0,0
15752342,6,133656.91,3,1,0,0,1
15654851,2,92911.52,1,0,1,0,0
15741429,9,119825.75,2,1,1,0,0
15718247,8,0,2,1,1,0,0
15780835,1,131908.35,1,1,1,0,0
15801767,8,0,2,1,0,0,0
15569178,4,82767.42,1,1,0,0,0
15746749,3,0,2,1,1,0,0
15662758,0,97925.11,1,1,0,0,0
15709387,5,0,1,1,1,0,0
15589348,4,137204.77,1,1,1,0,0
15772933,8,0,1,1,1,0,0
15744614,9,118636.92,1,1,1,0,0
15669410,8,110829.52,2,0,0,0,0
15807595,7,144244.59,2,1,0,0,0
15713644,5,0,2,1,0,0,0
15750466,1,85839.62,1,1,0,0,0
15612771,4,148172.44,1,1,1,0,0
15788483,0,0,1,1,0,0,0
15744983,1,139887.01,1,1,1,0,0
15630419,9,149961.11,1,1,0,0,0
15778025,9,108589.47,2,0,1,0,0
15684269,3,56674.48,1,1,0,0,1
15746970,1,0,2,1,1,0,0
15725024,3,105663.56,2,0,1,0,0
15592116,7,0,2,1,0,0,0
15624391,5,100683.54,1,1,1,0,0
15567422,6,0,2,1,0,0,0
15612627,5,139541.58,2,1,0,0,0
15574879,2,121801.72,2,0,1,0,0
15675320,5,93499.82,2,0,0,0,0
15643824,0,132255.99,2,0,1,0,0
15663489,0,138577.34,1,1,0,0,0
15683677,9,0,1,1,1,0,0
15730639,7,139224.92,2,1,0,0,0
15672132,7,121453.63,1,0,0,0,0
15742638,4,0,2,0,1,0,0
15578603,1,77354.37,1,0,0,0,1
15726088,6,0,1,1,1,0,0
15682533,7,79259.99,1,0,1,0,0
15569410,7,114430.18,2,1,1,0,0
15632256,7,127504.57,1,0,0,0,0
15724466,2,84113.41,1,1,0,0,0
15777639,10,101126.66,2,0,0,0,0
15802501,5,103564.83,2,1,0,0,0
15778410,7,0,1,0,1,0,1
15704763,1,143903.11,1,1,1,0,1
15645544,5,129753.69,1,1,0,0,0
15796313,4,166909.2,2,1,0,0,1
15602844,7,97459.06,1,0,0,0,0
15636238,1,0,2,1,1,0,0
15770101,6,112088.04,2,1,1,0,0
15596397,7,0,2,1,1,0,0
15689980,4,118520.26,1,0,0,0,1
15633260,1,142663.46,1,0,1,0,0
15756471,4,118627.16,2,1,1,0,0
15721303,1,137523.02,1,0,0,0,0
15725664,8,107283.4,1,0,0,0,0
15701946,4,124314.45,1,0,0,0,0
15748947,5,95858.37,1,1,1,0,0
15771636,0,0,1,0,0,0,0
15642002,6,117707.18,2,0,0,0,1
15607691,8,174060.46,1,1,1,0,0
15589380,3,114446.84,2,1,1,0,0
15603846,2,0,2,1,0,0,1
15725355,8,0,1,0,1,0,0
15773017,6,0,2,1,1,0,0
15625641,3,108071.36,2,1,1,0,0
15776467,8,14262.8,2,1,0,0,0
15606841,1,0,2,1,0,0,0
15757648,5,95698.79,1,0,1,0,0
15677173,9,124969.13,1,1,0,0,0
15764170,4,93960.35,1,1,0,0,1
15610446,4,88308.87,3,0,0,0,1
15774931,7,112935.87,1,1,1,0,0
15779247,8,98567.1,1,1,0,0,0
15605263,5,140931.57,1,0,1,0,0
15607381,7,148913.72,2,1,0,0,0
15576085,5,0,2,0,0,0,0
15637131,9,0,2,1,0,0,0
15613471,2,90547.48,2,1,1,0,0
15752816,3,114590.58,1,0,0,0,0
15804075,3,91286.51,1,1,0,0,0
15797389,9,124577.33,1,1,1,0,0
15621432,1,0,2,0,0,0,0
15779390,4,91292.7,1,1,1,0,0
15711219,8,93716.72,1,1,1,0,1
15770498,4,111723.08,1,1,1,0,0
15678727,4,110765.68,1,1,0,0,1
15572467,5,0,2,1,1,0,0
15802478,6,0,2,1,1,0,0
15619343,7,152759,2,1,0,0,1
15569209,5,76001.57,1,1,1,0,0
15788539,3,107747.57,1,1,0,0,0
15747222,8,0,2,1,1,0,0
15699634,2,0,2,1,1,0,0
15589076,9,0,1,0,1,0,1
15685844,8,141665.63,1,0,1,0,0
15583090,8,0,2,1,0,0,0
15587581,5,136624.6,2,1,1,0,0
15573741,10,95010.92,1,1,1,0,0
15633574,4,167545.32,1,1,0,0,0
15570601,9,122031.55,1,1,1,0,1
15690925,2,27755.97,1,1,0,0,1
15780746,4,0,2,1,1,0,0
15778190,8,97840.72,1,1,1,0,0
15786852,2,158651.29,2,1,1,0,0
15641183,8,96950.21,1,1,0,0,0
15805312,7,123859.6,1,0,1,0,0
15597909,7,128135.99,1,1,0,0,0
15766686,1,104502.11,1,1,0,0,0
15590268,5,95772.97,1,1,1,0,0
15641043,7,0,2,1,1,0,0
15669922,2,0,2,1,1,0,0
15670602,7,107418.27,1,0,1,0,0
15713479,6,0,2,1,0,0,0
15574783,1,0,2,1,1,0,0
15773487,8,76798.92,1,0,0,0,0
15802486,3,0,2,1,1,0,0
15783398,7,115309.75,1,1,0,0,0
15604588,3,0,2,0,1,0,0
15629078,5,127258.79,1,1,1,0,1
15677382,1,107569.96,1,1,1,0,0
15566843,9,134874.4,1,1,1,0,0
15626983,6,0,2,1,1,0,0
15773605,3,0,2,1,0,0,0
15590606,9,0,2,1,0,0,0
15576644,4,78939.15,1,1,0,0,1
15750264,6,105128.85,2,1,1,0,0
15741554,2,113836.27,1,1,1,0,0
15769051,7,0,1,0,1,0,0
15638355,5,126397.66,1,0,0,0,1
15629575,2,148061.89,1,1,0,0,1
15627262,6,92366.72,2,1,0,0,0
15652693,4,129109.02,1,0,0,0,1
15586993,5,0,2,1,1,0,0
15584930,5,111375.32,2,1,0,0,0
15799031,3,0,2,1,0,0,0
15810457,9,150412.14,2,1,0,0,0
15697879,3,156660.72,2,1,0,0,0
15645956,3,88915.85,1,1,0,0,0
15651713,6,148071.39,1,1,0,0,0
15737265,6,152182.83,1,0,0,0,0
15687310,9,0,2,1,0,0,0
15698321,3,95039.73,2,1,1,0,0
15569187,9,0,2,0,0,0,0
15615456,10,123806.28,1,1,0,0,1
15589793,8,144453.75,1,1,0,0,1
15781884,9,94667.29,2,0,1,0,0
15675190,10,0,2,0,1,0,0
15600734,5,174397.21,2,1,1,0,0
15779176,3,108888.24,3,0,1,0,1
15605286,4,118803.35,2,1,1,0,1
15623647,1,135515.76,1,1,0,0,0
15668472,5,177799.83,2,0,0,0,0
15638463,8,139480.18,1,1,1,0,0
15693468,9,140553.46,1,0,0,0,0
15671930,5,999999999,2,1,1,0,0
15591386,5,999999999,2,1,0,0,0
15694192,6,999999999,2,0,0,0,0
15635597,8,0,2,1,1,0,0
15630913,1,105303.73,1,0,1,0,0
15756680,6,165798.1,1,1,0,0,0
15587913,4,0,2,1,0,0,0
15627876,9,116393.59,1,1,0,0,1
15772601,2,81733.74,2,0,0,0,0
15758606,4,0,1,0,1,0,1
15622454,0,96020.86,1,1,1,0,0
15748381,6,185709.28,2,1,1,0,0
15755678,2,0,2,0,0,0,1
15613656,1,63492.94,1,1,1,0,0
15734311,3,0,2,1,1,0,0
15657214,2,0,2,0,1,0,0
15729970,8,127269.75,1,0,1,0,0
15725835,3,124493.03,2,0,1,0,1
15745543,7,0,2,1,0,0,0
15612050,8,168522.37,1,1,1,0,0
15726267,9,117337.54,2,0,1,0,0
15742238,4,136496.12,2,1,0,0,0
15715297,2,75470.23,1,1,1,0,0
15761477,4,130806.42,2,1,0,0,0
15752953,9,0,2,0,0,0,0
15603088,9,0,2,0,1,0,0
15666043,4,156297.58,2,1,1,0,0
15746190,2,0,2,0,1,0,0
15658716,5,92171.35,3,1,0,0,1
15679909,8,0,2,1,0,0,0
15634262,4,148375.19,2,1,1,0,0
15799825,8,0,2,1,1,0,0
15710743,0,0,1,1,1,0,1
15595831,6,145215.43,1,1,1,0,0
15709846,1,94968.97,1,1,0,0,0
15566494,2,0,2,1,0,0,0
15733429,8,120018.86,2,1,1,0,0
15814536,2,112541.54,2,0,0,0,0
15610686,8,169832.57,1,0,0,0,1
15705991,9,113599.42,1,0,0,0,0
15679550,9,0,2,1,0,0,0
15787655,3,0,2,1,0,0,0
15668081,4,0,2,1,1,0,0
15747980,6,146282.79,2,1,0,0,0
15710295,6,119413.62,2,1,0,0,0
15724443,3,122084.63,1,0,1,0,0
15569503,6,0,2,1,1,0,0
15772262,9,110483.86,1,1,1,0,0
15767794,9,120718.28,1,1,1,0,0
15697214,5,0,2,1,1,0,0
15573309,2,0,2,1,1,0,0
15805303,1,141136.62,1,1,0,0,1
15741385,9,108231.37,1,1,1,0,0
15780254,6,0,1,0,0,0,1
15744843,6,144855.34,1,0,0,0,0
15815626,2,68432.45,2,1,1,0,1
15784736,6,136855.24,1,1,0,0,0
15813412,3,44020.89,1,1,0,0,1
15779738,1,0,1,1,1,0,0
15668669,5,97665.61,1,1,0,0,1
15687477,5,185013.02,1,1,0,0,0
15578908,0,0,2,1,1,0,0
15687658,7,65971.61,2,1,0,0,1
15615020,9,150463.11,2,0,1,0,0
15608886,1,0,2,0,0,0,0
15602551,9,0,2,1,0,0,0
15672945,5,136425.18,1,1,0,0,0
15757408,3,250898.09,3,0,1,0,1
15806132,4,146798.81,1,1,1,0,0
15813022,1,0,2,0,0,0,0
15673578,7,128486.91,2,1,0,0,0
15757916,9,0,2,1,1,0,0
15593295,6,76165.65,1,1,1,0,0
15804814,4,0,2,1,0,0,0
15630241,3,62391.22,1,1,1,0,0
15615096,7,0,2,1,1,0,0
15659931,1,123378.2,1,1,0,0,1
15634949,5,161434.36,2,1,1,0,0
15795990,10,138311.76,1,1,1,0,1
15631201,4,0,2,1,0,0,0
15686255,6,101744.84,1,0,0,0,0
15746594,8,0,1,1,0,0,0
15718893,4,125456.07,1,1,0,0,1
15652540,2,0,2,0,1,0,0
15651554,4,118449.21,1,1,1,0,1
15723320,2,109175.14,2,1,0,0,0
15603851,7,127785.17,4,0,0,0,1
15777923,6,0,2,0,1,0,0
15757568,6,0,1,1,1,0,0
15610355,1,63438.91,1,1,0,0,0
15704284,9,95295.39,1,1,0,0,1
15621893,4,133550.67,1,1,1,0,0
15688619,3,105266.32,2,1,1,0,0
15616931,8,102768.42,1,1,0,0,0
15612109,9,122334.26,2,1,1,0,0
15613712,1,0,2,1,0,0,0
15594349,5,122486.47,1,0,1,0,0
15574167,2,101286.11,1,1,1,0,0
15648794,4,101247.06,1,1,0,0,1
15588614,7,0,1,1,0,0,1
15694200,8,178111.82,1,0,0,0,1
15721426,10,126306.64,3,0,0,0,1
15762138,5,0,2,1,0,0,0
15685706,7,118991.79,1,1,1,0,0
15780846,1,126588.81,2,0,1,0,0
15805260,2,143249.67,1,1,0,0,1
15621629,8,81844.91,2,1,1,0,0
15662151,4,0,1,0,1,0,0
15649738,0,0,2,1,1,0,0
15609562,1,116360.07,1,1,0,0,0
15787459,3,88466.82,1,0,0,0,0
15762902,7,0,2,0,1,0,0
15738605,5,123642.36,1,1,1,0,1
15762169,9,145018.64,2,1,0,0,1
15589320,8,0,1,1,1,0,0
15609998,5,137648.41,1,1,0,0,1
15761763,8,164385.53,1,1,0,0,0
15764409,9,108286.5,1,1,1,0,0
15735246,9,0,2,0,0,0,1
15791700,2,118079.47,4,1,1,0,1
15770174,6,141389.06,1,1,0,0,0
15751788,9,97408.03,1,1,1,0,0
15764237,9,0,2,0,0,0,0
15769917,1,127122.79,3,0,1,0,0
15641850,0,98241.04,1,1,0,0,0
15770974,8,170840.08,2,0,0,0,0
15803749,4,87541.06,2,1,1,0,1
15627484,5,113328.93,1,1,0,0,0
15610337,2,104832.49,1,1,0,0,0
15752488,9,102289.85,1,1,1,0,0
15763662,2,39043.29,2,1,1,0,0
15610594,8,0,2,1,0,0,0
15756125,5,140856.16,2,1,0,0,0
15623277,8,0,2,1,1,0,0
15795954,2,172274.01,1,1,0,0,0
15671969,8,0,2,1,0,0,0
15791268,0,122447.76,1,0,0,0,0
15713655,10,0,2,1,1,0,1
15633930,6,157559.59,2,1,0,0,1
15712849,3,126550.7,1,0,0,0,1
15808784,2,163569.61,2,1,1,0,0
15648577,3,0,1,1,1,0,1
15633112,3,118199.97,2,1,0,0,1
15780038,6,119208.85,1,1,0,0,1
15756305,6,0,2,1,1,0,0
15578799,10,53772.73,1,1,1,0,1
15800326,6,0,2,1,0,0,0
15785485,2,138878.81,1,0,1,0,0
15727546,9,0,2,1,1,0,0
15739576,8,0,2,1,1,0,0
15631333,8,130866.19,1,1,0,0,0
15589643,7,0,1,1,1,0,0
15585533,6,147733.64,1,0,1,0,0
15681506,1,0,2,1,1,0,0
15630551,2,163139.27,1,1,1,0,0
15698349,4,0,2,1,1,0,0
15776631,5,119540.15,1,0,1,0,0
15762216,4,129553.76,2,1,0,0,0
15623927,9,0,2,1,1,0,0
15681402,1,66101.89,1,1,1,0,0
15812945,0,0,1,1,1,0,0
15777553,9,123785.24,1,1,0,0,1
15703588,5,153611.83,2,1,0,0,0
15570835,4,112044.72,1,1,1,0,1
15679299,7,123826.07,1,0,1,0,0
15808044,9,106804.26,3,1,0,0,1
15667620,6,0,2,1,0,0,0
15582960,5,125827.43,1,0,1,0,0
15590730,9,0,2,1,0,0,0
15778320,5,148495.64,1,0,0,0,0
15766765,7,60263.23,1,1,0,0,0
15783615,3,129370.91,4,1,1,0,1
15619889,4,0,1,1,0,0,0
15579166,7,70729.17,1,1,1,0,0
15789097,8,0,2,0,1,0,1
15674880,2,0,2,1,0,0,0
15589204,9,131765.72,1,1,0,0,0
15582714,9,110022.74,1,0,1,0,1
15614034,2,164523.5,2,1,1,0,0
15757577,8,0,2,1,1,0,0
15736656,4,0,2,0,1,0,0
15602034,2,126558.92,1,1,0,0,0
15569222,6,147107.91,1,1,1,0,0
15756056,3,0,2,1,0,0,0
15749019,6,93796.42,2,1,1,0,0
15612193,10,115545.33,2,1,0,0,0
15762984,7,0,2,0,0,0,0
15613713,5,44928.88,1,1,1,0,0
15639415,3,162442.35,1,1,0,0,0
15806332,5,0,2,1,1,0,0
15695492,6,156569.43,1,1,0,0,0
15635972,8,0,2,1,0,0,0
15581440,6,110463.25,2,1,1,0,1
15654390,7,154575.76,1,1,0,0,1
15806307,3,0,2,1,1,0,0
15647975,5,147037.32,1,0,0,0,0
15595728,0,119276.31,1,0,0,0,1
15735388,7,108664.85,2,1,0,0,0
15765902,5,163034.82,2,1,1,0,0
15642345,4,93059.34,1,1,0,0,1
15706163,4,113625.93,1,0,0,0,1
15775203,3,129209.48,1,0,0,0,0
15787907,5,137227.04,3,1,0,0,1
15646764,3,119024.75,2,1,0,0,1
15669342,2,127862.93,2,1,0,0,0
15710366,1,0,1,1,1,0,1
15588701,4,0,2,1,0,0,0
15670205,5,110624.99,1,1,0,0,0
15635776,5,154846.24,2,1,1,0,0
15791053,4,122917.71,1,1,1,0,1
15751057,5,102500.34,1,0,0,0,0
15682600,9,159492.79,1,1,0,0,1
15730738,9,0,2,1,1,0,0
15625904,9,74681.9,2,0,0,0,0
15654463,4,0,2,1,0,0,0
15774151,7,179915.85,1,0,0,0,1
15693259,1,128207.23,1,1,1,0,0
15642468,9,132739.26,2,0,0,0,0
15758531,10,0,2,1,0,0,0
15728352,4,120509.81,1,0,0,0,0
15778395,4,88815.56,2,1,0,0,1
15599251,7,184715.86,2,1,0,0,0
15672374,8,170008.84,1,0,0,0,1
15732476,3,0,2,0,1,0,0
15747724,10,0,1,1,0,0,0
15646539,3,96288.26,1,1,0,0,0
15756901,4,91547.84,2,0,1,0,0
15809286,8,138292.64,2,0,0,0,1
15579130,0,118994.84,1,1,0,0,1
15670914,2,0,2,1,0,0,0
15604073,8,135161.67,1,1,1,0,0
15574886,6,94486.47,1,1,1,0,0
15707120,9,117640.39,1,1,0,0,0
15800845,8,111379.55,1,1,1,0,0
15574842,2,158266.42,3,1,1,0,0
15607837,4,105599.67,1,1,1,0,0
15714877,10,0,2,1,0,0,0
15782941,2,0,2,1,1,0,0
15661821,5,132571.67,1,1,1,0,1
15728006,2,180516.9,1,1,0,0,0
15782247,4,0,3,1,1,0,1
15769064,3,135309.36,1,1,0,0,1
15613189,2,56580.93,1,1,0,0,1
15592645,4,0,2,0,0,0,0
15768387,8,0,2,0,0,0,0
15792525,1,97361.66,1,1,1,0,1
15790659,7,0,2,0,1,0,0
15772632,1,0,2,1,0,0,0
15654409,5,67816.72,1,1,1,0,0
15568025,8,81710.46,1,1,1,0,0
15679294,10,107238.85,2,1,0,0,0
15727490,5,0,1,0,1,0,1
15641629,1,0,2,0,1,0,0
15756920,9,70655.48,1,0,0,0,1
15704442,9,169406.33,4,1,1,0,1
15725818,4,107041.3,1,1,1,0,0
15716518,4,0,2,0,0,0,0
15742210,9,65962.63,1,1,1,0,0
15630617,6,140418.81,1,1,1,0,1
15720838,3,139799.63,1,0,1,0,0
15595537,9,171787.84,2,1,0,0,0
15693199,8,0,2,1,0,0,1
15661219,10,0,2,1,0,0,0
15760294,8,145150.28,1,1,0,0,1
15652808,5,126670.37,1,1,0,0,0
15803790,2,89728.86,2,1,1,0,0
15764105,1,0,2,1,0,0,0
15766896,3,0,2,1,0,0,0
15659501,6,142263.45,1,0,1,0,0
15745001,7,0,2,1,0,0,0
15651140,3,0,1,1,0,0,0
15776824,6,122724.37,1,1,1,0,0
15778155,3,108914.17,1,1,1,0,1
15666548,2,111920.13,3,1,0,0,1
15713378,10,0,2,0,0,0,0
15753370,5,114753.76,1,1,0,0,0
15628007,1,0,2,0,0,0,0
15689341,10,0,4,1,0,0,1
15769522,1,118537.47,1,1,1,0,0
15744327,4,0,1,1,0,0,1
15798666,6,0,2,1,1,0,0
15577064,2,104702.65,2,1,0,0,0
15759436,2,95813.76,3,1,1,0,1
15751561,7,102453.26,1,1,0,0,1
15739068,4,148045.45,2,1,1,0,0
15726490,4,0,1,1,1,0,1
15738411,10,104498.79,1,0,1,0,0
15709396,6,0,2,1,1,0,0
15803804,5,103214.71,1,1,0,0,0
15752838,6,0,2,1,1,0,0
15569571,6,87361.02,2,1,0,0,1
15791102,9,95020.8,3,1,1,0,1
15709487,5,80242.37,2,0,0,0,0
15755178,1,0,3,1,1,0,1
15617197,4,0,2,1,1,0,1
15631310,3,0,1,1,1,0,0
15732270,8,0,1,1,1,0,1
15567486,4,0,2,1,1,0,0
15711834,6,0,1,0,0,0,1
15729763,1,116114.93,1,1,1,0,0
15645463,5,0,2,1,1,0,0
15672144,6,144432.04,1,1,1,0,1
15614878,6,180520.29,1,1,1,0,0
15775905,6,130024.87,1,1,1,0,1
15700657,2,110086.69,1,1,0,0,0
15611905,5,174853.46,1,1,0,0,0
15785865,9,91285.13,2,1,1,0,0
15688691,9,110610.41,2,0,1,0,1
15592736,5,102994.04,1,1,0,0,1
15673529,4,59893.85,2,1,0,0,0
15724145,8,149318.55,1,1,0,0,0
15704629,1,116409.55,1,0,1,0,0
15597896,0,127760.07,1,1,0,0,1
15703205,5,113402.14,2,1,1,0,0
15754537,0,0,1,0,0,0,0
15612030,9,0,2,1,1,0,0
15573242,6,136953.47,1,1,1,0,0
15601892,8,0,2,0,1,0,0
15710450,7,120811.89,1,1,1,0,0
15755223,7,150926.99,2,0,0,0,0
15787318,6,103163.35,1,1,0,0,1
15704844,7,80927.56,1,0,1,0,0
15683521,0,142574.71,2,1,0,0,0
15643752,5,116160.23,1,1,0,0,0
15733768,1,0,1,1,1,0,0
15755242,2,0,1,1,1,0,0
15729412,4,107192.38,1,1,1,0,0
15746564,3,108010.78,1,1,1,0,0
15588446,3,0,2,0,0,0,0
15665221,7,129837.72,2,0,1,0,0
15700209,9,97009.15,1,1,1,0,0
15602735,6,152296.83,4,0,1,0,1
15724834,1,0,2,0,0,0,0
15653696,9,0,2,0,0,0,0
15788946,3,116805.82,1,0,0,0,0
15600724,5,129750.68,1,1,0,0,0
15707144,6,82506.72,2,1,0,0,0
15775891,2,107247.69,1,1,1,0,1
15711789,3,0,1,0,0,0,1
15716000,2,0,2,1,1,0,0
15581036,3,109308.79,2,1,0,0,1
15622117,8,0,2,1,0,0,0
15581548,5,98800,1,1,0,0,0
15735263,5,51522.75,1,0,1,0,0
15765322,5,84284.48,2,1,1,0,0
15582944,5,0,2,1,0,0,0
15813439,5,100116.82,1,1,0,0,0
15761348,0,0,2,1,0,0,0
15759874,3,148595.55,1,1,0,0,1
15679410,4,140549.4,1,1,0,0,1
15742272,8,96418.09,1,0,0,0,1
15717898,2,131945.94,1,0,1,0,0
15582325,2,87894.26,1,1,0,0,1
15611105,7,0,2,0,1,0,0
15756472,7,108396.67,1,1,0,0,0
15733297,10,84764.79,1,1,1,0,0
15767793,10,0,2,1,0,0,0
15725698,4,115680.81,1,1,1,0,0
15813532,5,0,2,1,0,0,0
15576760,5,73088.06,2,0,0,0,0
15739046,9,143054.85,1,0,1,0,0
15631927,7,0,2,0,0,0,0
15679148,3,115451.05,2,0,0,0,0
15636999,8,0,1,0,1,0,1
15754261,2,98795.61,2,1,0,0,0
15639946,8,162532.14,3,1,0,0,1
15699450,7,0,2,1,1,0,0
15729954,5,0,3,1,0,0,1
15600103,8,104944.1,1,1,1,0,0
15786200,4,0,2,1,0,0,0
15627352,7,110356.42,1,1,0,0,1
15585835,4,109783.69,2,1,0,0,0
15595071,9,149777,1,1,1,0,0
15667190,1,85818.18,1,1,1,0,0
15775741,9,0,2,1,1,0,0
15628170,9,68067.24,1,1,0,0,0
15648702,6,119684.88,2,1,1,0,0
15783444,3,135139.33,1,0,1,0,0
15809178,9,146100.75,1,1,0,0,1
15576824,3,111760.4,3,1,1,0,1
15807045,3,103457.76,1,0,0,0,0
15581748,2,101134.87,2,1,1,0,0
15770420,10,78136.36,2,1,1,0,0
15641480,5,131354.25,1,1,0,0,0
15708505,7,62974.64,2,0,1,0,0
15644724,4,58662.92,2,0,1,0,0
15662098,3,128808.65,3,0,0,0,1
15723894,7,137555.44,1,0,0,0,0
15787699,4,142393.11,1,1,1,0,0
15687738,8,0,2,1,0,0,0
15576126,2,125785.23,1,1,1,0,0
15658889,4,136444.25,1,1,0,0,1
15667046,7,121527.4,1,1,0,0,0
15669957,9,144696.75,1,1,1,0,0
15671124,6,120383.41,1,1,1,0,0
15720671,8,129735.3,2,1,1,0,0
15677217,1,0,1,1,1,0,0
15730433,1,128218.47,1,1,0,0,1
15693347,5,0,2,1,1,0,0
15715465,7,77776.39,1,1,0,0,0
15680736,6,124978.19,2,1,1,0,0
15650034,1,0,1,1,1,0,0
15685109,7,0,2,0,0,0,0
15761141,10,0,2,1,1,0,0
15641416,9,94867.18,2,1,1,0,1
15775234,8,0,2,0,0,0,0
15659475,6,135703.59,2,0,0,0,0
15642202,5,106453.53,2,0,1,0,0
15771417,7,132412.38,1,0,0,0,1
15747503,0,184552.12,1,1,0,0,1
15595883,4,127278.31,1,1,1,0,0
15742820,2,0,2,0,1,0,0
15597930,8,59669.43,1,0,0,0,1
15770719,6,151553.19,1,1,1,0,0
15576044,6,150329.15,1,1,0,0,0
15646817,9,156773.78,2,1,0,0,0
