Client_ID,Risk_Score,Annual_Earnings
15732270,727,198446.91
15567486,634,164549.74
15711834,650,67997.13
15729763,655,49492.15
15645463,843,67494.23
15672144,667,73963.17
15614878,660,123850.58
15775905,612,45750.21
15700657,641,159773.14
15611905,513,84238.63
15785865,711,26767.85
15688691,665,1112.76
15592736,551,176680.16
15673529,645,43999.64
15724145,616,140746.13
15704629,582,152790.92
15597896,365,81537.85
15703205,656,138849.06
15754537,748,60416.76
15612030,724,100240.2
15573242,691,2704.98
15601892,563,68815.05
15710450,848,185510.34
15755223,692,119817.19
15787318,537,16259.64
15704844,550,64490.67
15683521,594,129084.82
15643752,540,13411.67
15733768,600,101986.16
15755242,682,114442.66
15729412,682,15669.17
15746564,566,157486.1
15588446,550,131281.28
15665221,630,197001.15
15700209,486,85101
15602735,692,108040.86
15724834,498,135795.53
15653696,515,94141.75
15788946,605,4092.75
15600724,567,109257.59
15707144,571,167705.07
15775891,634,103712.05
15711789,768,161242.99
15716000,638,7919.08
15581036,712,120158.72
15622117,625,151843.54
15581548,637,122865.55
15735263,736,192131.77
15765322,755,62851.6
15582944,425,140941.47
15813439,587,34215.58
15761348,601,165196.65
15759874,532,74838.64
15679410,729,30990.16
15742272,669,131609.48
15717898,542,159737.56
15582325,524,173899.42
15611105,799,140780.8
15756472,804,128276.95
15733297,518,162253.9
15767793,819,30498.7
15725698,520,90280.7
15813532,625,32615.21
15576760,673,196142.26
15739046,850,62980.96
15631927,574,185660.3
15679148,508,67234.33
15636999,414,77661.12
15754261,648,89123.99
15639946,597,36051.46
15699450,723,150694.58
15729954,586,170487.4
15600103,633,97684.46
15786200,564,53520.03
15627352,459,4969.13
15585835,655,134034.32
15595071,696,198032.93
15667190,630,133102.3
15775741,608,125062.02
15628170,565,143287.58
15648702,775,74532.02
15783444,788,113086.08
15809178,569,32574.01
15576824,564,104722.47
15807045,829,1114.12
15581748,754,70954.41
15770420,749,73470.98
15641480,571,125256.53
15708505,641,39016.43
15644724,472,73322
15662098,650,113677.53
15723894,625,124607.7
15787699,650,11276.48
15687738,535,136620.64
15576126,649,70523.92
15658889,689,51980.25
15667046,694,113481.02
15669957,655,49025.79
15671124,599,24903.09
15720671,704,179565.57
15677217,705,181300.32
15730433,580,125953.83
15693347,676,75465.41
15715465,714,177737.07
15680736,597,7144.46
15650034,564,162428.05
15685109,689,14917.09
15761141,604,129984.2
15641416,732,157527.6
15775234,646,92612.88
15659475,597,74850.84
15642202,821,127413
15771417,640,69584.3
15747503,705,68860.3
15595883,540,16150.34
15742820,535,170621.55
15597930,646,172495.81
15770719,697,44946.29
15576044,579,145558.42
15646817,769,40257.79
15723299,774,153887.93
15636982,705,103108.33
15751175,648,58652.23
15618936,688,91624.11
15780128,705,113845.19
15699550,695,67502.12
15581620,597,78707.97
15738672,737,149381.32
15619280,683,152698.24
15768244,538,41192.95
15806837,669,132540.33
15643496,730,96875.52
15603582,569,133997.53
15667938,628,16402.11
15584190,704,100601.73
15758482,626,187172.54
15758171,582,55763.66
15585451,558,6935.31
15714057,528,25399.7
15748473,801,66256.27
15693233,666,158357.97
15812513,599,132127.69
15678572,529,90256.06
15776454,603,100478.6
15646609,748,69132.66
15813067,432,43046.7
15662434,607,187048.72
15773503,551,53420.53
15752375,645,149913.84
15597033,708,26912.34
15594084,524,74405.34
15671591,439,198874.52
15707189,667,53412.54
15733581,831,194867.78
15585284,604,57807.05
15617866,657,107534.32
15669411,750,126233.18
15570943,711,120586.32
15685829,551,50578.4
15776047,620,153392.28
15675328,449,82176.48
15630402,594,5719.11
15701291,601,30607.11
15719606,657,37171.46
15646859,621,66799.28
15606836,782,101866.39
15664150,528,49284
15668575,626,104502.02
15804002,691,113580.79
15728773,568,45978.39
15598044,715,152012.36
15694829,680,77349.92
15600575,802,47322.05
15727311,539,38772.65
15606274,594,14466.08
15704987,649,41858.43
15628972,699,127443.82
15697686,787,84151.98
15733883,604,58595.64
15617482,489,37240.11
15621083,698,72549.27
15736760,538,152855.96
15714658,696,73371.65
15599081,507,70323.68
15631159,705,142514.66
15792818,499,118623.94
15669656,632,170382.99
15729054,744,79812.77
15573452,663,19862.78
15776733,638,158610.89
15713144,588,61931.21
15782806,718,146875.86
15764419,730,116081.93
15591915,533,73669.94
15792008,555,158918.03
15715541,850,198193.75
15764195,519,97577.17
15744919,734,48990.5
15807481,577,158750.53
15789109,686,144272.71
15583681,616,163809.08
15718071,655,15801.02
15679760,721,102950.79
15577178,511,193160.25
15726358,681,130686.59
15782530,681,68985.99
15667265,729,159618.17
15595917,580,168285.85
15668385,642,138052.51
15711218,616,55556.3
15663939,523,186118.93
15768816,570,127528.84
15682268,676,60231.74
15684801,689,156878.42
15636428,703,182784.11
15809823,491,129690.5
15786993,810,184524.74
15710257,625,121316.07
15582492,535,185630.76
15575694,729,71133.12
15756820,655,32020.42
15593014,525,175178.56
15584545,532,177099.71
15675949,696,66406.37
15789863,683,171716.81
15720943,747,189362.39
15697997,602,180716.1
15660200,551,185105.44
15773447,526,36251
15739160,849,103174.5
15591433,674,8757.39
15811613,588,20066.38
15724423,571,38962.94
15574305,680,63795.8
15697020,618,26578.69
15745232,759,140497.67
15801247,605,138021.36
15725660,676,68621.98
15578006,787,116537.96
15687491,817,88211.12
15610403,659,26900.63
15741094,693,3494.02
15807909,744,113163.17
15666141,829,19324.5
15617134,716,189678.7
15783029,671,26387.71
15750839,649,173495.77
15749130,621,52581.96
15779862,658,146339.27
15679651,783,197890.65
15619087,762,170195.4
15610140,601,27022.57
15599533,569,77703.19
15757837,584,177651.38
15697574,582,60954.45
15578738,609,151924.9
15762228,506,26318.73
15789815,503,125918.17
15587013,653,11043.54
15570932,666,119100.05
15794661,674,140579.17
15614420,531,172049.84
15594577,556,192751.18
15673367,587,55775.72
15774727,757,44965.44
15724402,770,100557.03
15730448,538,102758.43
15779581,734,94811.85
15738448,480,181647.13
15628523,539,198161.07
15660866,640,2743.69
15654230,526,132404.64
15794566,678,144423.17
15800890,554,181204.5
15697424,597,182726.22
15735878,850,26812.89
15707596,546,66732.63
15779529,620,34665.79
15663161,680,47795.43
15593715,634,173425.68
15575002,676,36221.18
15622171,642,174738.2
15795224,760,67131.3
15691808,656,194691.95
15721007,776,129525.5
15694453,631,51752.18
15813113,795,35418.69
15660541,694,101737.8
15753874,694,33326.71
15617877,607,81140.09
15736228,645,103232.6
15586996,697,188772.45
15722061,619,114323.66
15753102,752,178722.24
15810075,648,153955.38
15795298,573,102986.15
15584320,686,136643.84
15750056,702,9633.01
15609637,652,43496.36
15569641,692,59354.24
15811177,643,143162.34
15680587,834,20199.3
15721592,665,156439.56
15746203,555,43507.1
15583137,637,132005.85
15680752,675,80496.71
15692819,665,11865.76
15734312,577,149457.81
15685536,552,1351.41
15631070,667,137674.96
15713912,516,115818.16
15596522,692,145222.93
15625395,585,41219.09
15760570,590,59249.83
15725794,659,116249.72
15747043,599,13210.56
15678201,548,104469.06
15720745,635,142935.83
15598070,564,63170
15787550,719,58320.06
15603942,547,177747.03
15733973,850,19632.64
15622585,525,63197.88
15733964,606,75860.01
15747097,611,23598.23
15594762,827,13460.27
15667417,572,19998.31
15623502,598,44251.33
15774872,663,136349.55
15674331,576,93767.03
15619465,555,197866.55
15713463,645,129936.53
15785170,850,175094.62
15796351,603,130379.5
15639576,691,153228
15769902,679,98015.85
15587177,646,88481.32
15814553,559,66879.27
15601550,595,24802.77
15810800,673,72873.33
15776844,762,55500.17
15717560,580,57541.08
15629739,621,90384.26
15729908,411,120694.35
15716781,815,178028.96
15646936,631,180990.29
15800515,516,127558.26
15606472,585,87363.56
15778368,552,117505.07
15709183,707,114672.64
15778830,841,173240.52
15768072,688,27557.18
15574372,738,181429.87
15671249,422,102655.31
15779744,537,96555.42
15624755,707,189366.03
15611430,690,12847.61
15774744,664,143433.33
15793890,728,163365.85
15596984,629,16447.6
15800215,658,173948.4
15577806,794,192154.66
15683758,640,67202.74
15775335,635,191914.37
15724150,814,185791.9
15627220,735,184570.04
15672330,678,130446.65
15807837,640,187632.22
15592570,773,56759.79
15635893,693,158545.25
15706071,528,22197.8
15630113,593,20008.46
15676513,601,177384.45
15633854,654,167889.1
15733014,813,140454.14
15753343,523,59938.81
15746076,506,12016.79
15608226,513,81251.24
15605684,664,134169.85
15628767,608,175696.16
15758116,666,128019.48
15575119,779,146895.36
15567114,430,2923.61
15672242,712,121232.51
15740630,487,158750.13
15711468,527,44099.75
15799626,637,17323
15659325,802,175043.69
15657439,738,47799.15
15574122,817,165562.84
15599078,619,38270.47
15702300,671,120893.07
15647385,579,4523.74
15739223,688,102195.16
15631305,599,60843.09
15809263,729,25548.47
15775663,712,132702.64
15654292,565,105642.43
15694510,725,24218.65
15572291,825,117122.5
15767414,591,88695.19
15568044,508,6123.15
15713621,687,198064.52
15670668,658,54914.92
15652192,759,93541.14
15681924,747,89289.54
15764431,671,28238.25
15648881,581,7926.35
15643294,703,79997.14
15643967,652,197699.8
15628219,665,110359.68
15571302,529,78695.68
15637178,803,128378.04
15693732,775,67622.34
15765982,735,11783.1
15582016,766,62402.38
15798024,537,186235.98
15588622,599,79005.95
15724863,420,144870.28
15780411,570,820.46
15725429,623,174777.98
15600626,710,8991.17
15668460,466,2797.27
15576263,759,22303.17
15720354,581,197562.08
15750874,676,124777.14
15588923,591,124625.08
15715745,690,49599.27
15581252,632,7820.78
15815628,711,80215.2
15782802,582,14081.64
15627412,605,199390.45
15654519,680,3148.2
15654346,679,37341.17
15660147,493,79577.4
15814998,688,197602.29
15802207,769,87537.32
15658668,581,41623.59
15715079,465,168280.95
15688193,468,107787.42
15778219,790,20510.79
15712303,692,118188.15
15719090,676,189540.95
15722404,445,127939.19
15662063,746,193438.69
15745605,722,90655.94
15784097,660,14288.93
15661936,513,105028.46
15737521,619,140947.05
15814465,612,171837.06
15789974,713,197519.66
15713370,657,183058.51
15748673,770,22710.72
15641662,470,63705.9
15813422,781,116429.51
15689031,697,35450.53
15763704,692,164621.43
15631339,791,174435.48
15771509,538,94047.75
15769586,820,119087.25
15656096,679,184800.27
15585280,649,75035.48
15627840,682,91981.85
15778861,720,91881.29
15770554,769,7118.02
15701908,623,25904.12
15736990,537,86911.49
15743714,468,10958.18
15807993,588,5790.9
15643679,784,179252.73
15630661,614,58965.04
15809817,593,53478.02
15809137,453,198376.02
15765461,632,178822.32
15568120,681,72127.83
15787161,591,163504.33
15694253,686,132374.41
15802060,646,136983.77
15660505,735,114371.33
15806511,445,90977.48
15608166,761,81062.93
15614230,426,61230.83
15729958,777,126837.72
15800814,534,115668.53
15657779,806,86994.54
15801395,790,195204.99
15787151,638,198969.78
15757821,771,41542.95
15600688,600,118272.07
15569248,554,149629.13
15766746,835,28707.69
15700383,763,104706.29
15612769,692,70179.91
15653251,408,188484.52
15755077,778,133699.82
15614687,677,191057.76
15626882,662,48233.75
15632324,602,162347.05
15637169,838,78310.04
15636024,692,37898.91
15801218,675,179521.24
15690130,468,198714.29
15647725,675,166305.16
15648455,647,29883.63
15626612,741,135163.76
15662865,658,84927.42
15594827,675,163667.56
15727353,650,32275.09
15733777,817,65501.91
15672970,714,150465.93
15761670,695,126381.6
15706005,674,90189.72
15754267,697,123825.83
15791988,670,11426.7
15683375,541,114951.42
15625151,640,184636.05
15574296,757,93991.65
15588461,686,8816.37
15741745,757,131249.46
15652626,826,140126.17
15599410,721,168219.75
15785406,446,70613.52
15687884,677,117946.3
15699325,555,8444.5
15578369,652,159132.83
15654156,722,76998.69
15707199,643,55835.66
15632079,720,45985.52
15767921,613,60297.72
15573599,506,194421.12
15747208,608,93568.77
15582762,667,34702.92
15772528,750,54473.6
15601873,677,47318.75
15657868,850,36690.49
15792151,635,91086.73
15770159,664,108008.65
15763806,773,24924.92
15637993,711,46884.1
15596710,640,145381.65
15634968,789,71121.04
15609475,604,52327.57
15573319,493,197428.64
15794841,739,193008.52
15684696,560,157567.37
15629846,827,108977.5
15730469,663,36479.27
15684367,555,96398.51
15793049,680,139558.6
15603665,638,95007.8
15569572,778,106197.44
15698791,679,48466.89
15626233,593,151978.36
15607263,788,13288.46
15610900,770,22666.77
15624775,729,102391.06
15691703,545,67830.2
15724955,537,141023.01
15628999,732,104222.8
15632365,542,77737.86
15729689,754,106116.84
15759284,750,117948
15661903,699,199378.58
15664668,534,12483.39
15748639,497,92887.06
15628123,632,145157.97
15807340,525,55072.93
15586133,666,68574.88
15576185,653,41671.81
15606915,764,26843.76
15791743,727,46019.43
15790442,631,158268.84
15572626,620,15627.51
15727197,576,148477.57
15665327,706,129654.22
15654959,670,118607.4
15760244,590,13848.58
15715394,613,170903.4
15722246,742,13161.66
15609704,608,79304.38
15757628,571,121402.53
15717935,589,55601.44
15678317,603,59563.49
15698335,504,34595.58
15812616,707,82967.97
15729489,762,191790.29
15613216,639,92455.96
15657937,709,-155231.55
15623536,646,171519.06
15577999,850,70916
15788775,473,73073.68
15710978,715,21333.22
15626474,686,4802.25
15806210,675,131970.86
15568573,554,179797.79
15689598,722,93917.68
15679733,796,46415.09
15759274,447,151815.76
15607577,663,188007.99
15801125,627,106851.7
15635396,738,141872.05
15678944,655,9241.83
15718507,647,149517.71
15808334,776,196079.32
15804709,688,166165.93
15675360,427,13858.95
15793042,629,82774.07
15630106,496,55389.59
15810385,717,82336.73
15688337,721,160277.65
15734970,835,175905.97
15759140,682,66040.83
15773868,653,134625.09
15615820,837,50974.57
15685920,599,198030.24
15663263,698,1055.66
15699486,745,31802.92
15747854,749,132649.85
15709004,528,961.57
15652218,750,71333.44
15697127,543,16658.76
15694160,624,112104.55
15701042,596,170320.58
15680449,431,37688.31
15599860,647,136592.24
15728224,710,42131.26
15644174,638,186523.72
15756751,596,153482.91
15632859,444,138743.86
15578096,537,103563.23
15740383,594,58332.91
15698117,701,127623.36
15589428,756,35673.42
15666181,650,52411.99
15685245,608,153810.41
15626985,850,105886.77
15585823,627,96131.47
15751774,774,143133.18
15809777,497,9972.64
15720713,850,199775.67
15662533,598,153229.19
15778154,628,14217.77
15806230,629,64849.74
15750778,653,138160.11
15677804,783,80178.54
15736495,712,92794.61
15737354,554,63708.07
15667889,611,110782.88
15729836,646,183289.22
15775293,680,66526.01
15697597,631,123697.95
15805025,636,108402.54
15658449,695,77330.35
15694450,677,21007.96
15726588,653,110525.6
15729435,623,66119.07
15659149,530,197923.05
15746341,630,42495.81
15662091,570,148087.62
15616240,530,164844.37
15624186,813,132959.33
15605036,704,135088.58
15805151,565,4441.54
15653222,526,1795.93
15757541,778,180249.94
15726945,677,153604.44
15618255,642,143049.72
15720941,710,1561.58
15769110,653,49707.85
15576094,743,29837.65
15756150,418,9041.71
15612455,549,146372.51
15735687,595,134767.13
15767894,741,139259.54
15575748,809,109135.11
15566633,698,144584.29
15680436,496,164806.89
15674343,597,109153.04
15658890,603,86190.34
15599004,655,106040.97
15698716,620,33350.26
15640258,685,50664.07
15740283,850,152996.89
15759717,763,19458.75
15620268,634,115268.86
15743871,567,25843.7
15614491,539,147662.33
15595047,764,134878.34
15581280,714,69578.49
15651943,580,103182.46
15609545,548,177017.39
15763798,680,31714.08
15758013,698,25017.28
15705765,581,104272.04
15648362,728,84300.4
15761102,707,136877.24
15723717,483,163147.99
15659736,716,10070.4
15794792,612,54129.86
15652789,657,52990.7
15717937,554,24983.39
15796114,594,9443.15
15695168,625,100403.05
15754342,597,48502.88
15640917,633,48249.88
15616811,535,145986.35
15610781,702,88550.28
15786643,602,116052.92
15743673,551,85129.77
15790809,685,198694.2
15668695,536,42934.43
15669281,711,114793.45
15720071,535,61820.41
15792180,566,102246
15813894,620,154882.79
15669490,837,140723.05
15783030,685,72852.74
15695792,673,85733.33
15627665,614,74379.57
15814092,626,173117.22
15650442,644,167087.34
15714256,666,163625.56
15778752,708,172129.26
15779414,696,138351.68
15763097,809,34164.05
15690620,665,136812.02
15737071,639,84361.72
15665062,696,2766.63
15600692,520,163185.76
15792064,545,180598.28
15811486,634,69849.55
15626141,750,19921.72
15656454,654,47046.72
15645496,648,143668.58
15708513,446,191350.48
15685654,514,14234.31
15726814,554,57320.92
15653776,720,27145.73
15631603,813,26476.18
15678034,811,13464.64
15690209,715,114149.8
15697100,772,184564.67
15629187,535,9238.35
15640769,660,42790.29
15606641,762,77142.42
15718280,662,146219.9
15764335,463,70127.93
15648461,688,113926.31
15593555,430,12050.77
15569079,632,64345.61
15792607,769,75578.67
15640034,551,43435.43
15684461,469,146213.75
15580134,479,40315.27
15679075,701,16966.73
15698294,635,135382.23
15738516,687,17696.22
15725639,793,184243.25
15785385,550,153917.41
15734762,602,4176.17
15769272,510,159742.33
15771966,557,177944.64
15691952,676,166678.28
15593250,640,44904.26
15800083,559,169781.45
15575691,689,49848.86
15689886,626,51467.92
15634143,581,196582.28
15761600,713,130001.13
15690440,656,197961.93
15669301,778,62454.01
15788536,755,176768.59
15596979,662,129392.75
15681220,503,97893.32
15635097,599,176142.09
15760880,513,25514.77
15758775,820,59553.34
15693322,635,11407.58
15693337,683,163911.32
15741092,671,140509.86
15643865,601,164652.02
15807768,702,40321.87
15667085,667,131834.75
15748068,571,194667.92
15663964,561,83093.25
15588197,670,59571.5
15606133,628,172967.87
15599403,577,178616.73
15608406,678,60941.27
15810829,618,13921.82
15738634,533,137696.25
15737571,540,80698.54
15667602,704,73018.74
15789874,712,166194.53
15757952,651,102530.35
15698732,789,74265.38
15599090,564,83681.2
15762048,841,99505.75
15790596,850,92748.16
15609623,637,28092.77
15729018,666,56410.17
15698246,658,84694.49
15758306,654,137898.57
15621435,623,78774.36
15566295,761,148779.41
15662532,757,197077.36
15719793,850,180243.56
15732268,751,39934.41
15706170,636,37490.84
15654562,850,5669.31
15716728,513,73151.25
15605665,673,37196.15
15757777,636,23129.46
15693376,741,2920.63
15598275,709,199418.02
15569438,607,198313.69
15625592,486,31399.4
15642570,675,29062.25
15702175,755,28805.09
15759499,598,167376.26
15659568,850,31022.56
15715597,679,188997.08
15747168,626,166475.44
15796910,625,84106.17
15707674,515,81436.68
15751943,529,79476.63
15757588,526,100995.68
15567557,573,11631.34
15670103,565,168303.55
15720929,604,9308.1
15628558,447,75408.24
15729201,682,153356.8
15731117,437,152987.42
15572145,767,94767.77
15574213,789,5036.39
15718852,794,71776.76
15583840,587,23481.69
15711314,589,125939.22
15621064,701,76611.33
15588090,726,140937.91
15808326,592,20460.2
15566660,670,81602.02
15778947,628,8742.91
15632977,745,145789.71
15567335,559,190040.29
15609299,595,87771.06
15669945,492,39519.53
15736271,498,190035.83
15710390,655,148948.52
15756481,636,184691.77
15736730,634,143458.31
15626040,793,27166.75
15746553,526,159456.87
15622518,768,70454.79
15777504,617,92621.9
15677906,637,150836.98
15787830,452,111868.23
15592078,590,1676.92
15578462,596,13455.43
15756894,635,24865.54
15664555,587,106174.7
15607278,794,46386.37
15585222,515,185054.14
15750299,746,47997.39
15810454,709,40861.55
15709941,753,90747.94
15707132,465,78698.09
15804787,562,39351.64
15763895,536,22375.14
15623478,670,134942.45
15750769,725,150507.43
15679968,623,192867.4
15694404,781,175674.01
15642579,731,180712.52
15770185,779,86306.75
15702788,775,70196.57
15778149,538,110440.5
15680001,602,124389.61
15711991,615,3183.15
15775294,692,91829.17
15657881,784,169920.92
15719991,727,80259.67
15582276,638,155643.04
15763980,632,78670.52
15759456,609,46266.63
15794257,651,123954.15
15681697,508,129803.08
15577970,489,43540.59
15727489,567,62193.92
15764284,714,129130.09
15581811,678,16146
15810460,708,112520.07
15642160,850,16491.64
15798439,714,132979.43
15692631,577,127506.76
15772412,554,179689.05
15585427,528,166799.93
15584536,720,133516.51
15645271,615,179488.41
15579387,635,113291.75
15804822,805,4798.12
15612893,558,131807.14
15593636,657,97192.76
15693326,641,164128.58
15809901,755,176809.87
15669060,662,123583.85
15675854,573,155915.24
15781495,662,97382.8
15740470,725,57643.55
15714391,563,66006.75
15596455,546,197789.83
15717290,688,65520.74
15696301,719,25803.59
15812241,438,51565.98
15680370,492,71323.23
15605375,651,174094.24
15674328,670,148579.43
15742404,718,38308.34
15691119,721,175399.14
15743478,659,107964.36
15689633,845,179631.85
15616859,602,115116.35
15617655,564,105837.38
15623450,637,101418.05
15691871,503,151336.96
15662626,666,36371.27
15575955,764,88724.49
15697270,608,199953.33
15644356,682,144290.97
15677586,587,130514.78
15698758,630,169802.73
15787014,648,146851.73
15739857,785,96832.82
15774630,601,57553.02
15749557,707,192542.17
15742028,602,31050.02
15654379,588,27435.41
15783629,616,150266.81
15751193,621,40299.23
15648967,698,84760.32
15664498,508,156424.4
15779522,736,109355.73
15583850,672,184936.77
15760121,712,165693.06
15566467,683,188203.58
15708162,565,121084.27
15621205,578,74858.3
15704788,812,91556.57
15775756,809,199203.21
15641312,615,27011.8
15782531,684,188637.05
15724428,544,61581.2
15743617,713,197529.23
15637678,661,155394.52
15676937,635,19367.98
15778975,850,62282.99
15710375,641,65396.79
15579914,633,139712.81
15595160,413,60972.84
15595391,538,1375.46
15593795,516,118502.34
15683524,660,90494.72
15713532,646,15470.91
15719827,767,65147.27
15622443,549,25684.85
15811970,653,5768.32
15595136,645,68987.55
15630580,751,27097.82
15660646,528,199320.77
15614365,696,5566.6
15787035,602,152843.53
15717138,850,149170.92
15657317,789,107499.39
15626948,701,153342.38
15758901,713,107825.08
15773322,536,131007.18
15697318,771,33143.04
15632118,698,141970.02
15788930,761,199293.01
15628583,709,161388.22
15587690,592,144290.25
15627630,599,96069.82
15610930,572,185662.84
15658670,669,84049.16
15705309,629,116748.14
15593900,705,106648.58
15624995,714,50899.91
15802617,697,64139.1
15656029,609,22030.72
15629475,656,158973.77
15635034,727,34551.35
15676835,710,168313.17
15815131,617,71519.4
15585455,630,32599.35
15692929,791,139946.68
15758081,673,110468.51
15667476,477,74042
15738248,662,151871.84
15672152,850,199693.84
15673372,635,58907.08
15803415,579,93835.64
15763613,581,199464.08
15660385,592,83084.33
15796231,681,9596.4
15624866,658,70370.24
15638028,562,143317.42
15694376,705,146573.66
15580682,652,33524.6
15672875,584,137439.34
15617082,516,11205.5
15761775,598,29552.7
15770984,697,116951.1
15703979,580,137041.26
15746127,572,36099.7
15663625,501,12470.3
15604891,624,95403.41
15664895,602,101274.17
15676094,500,140268.45
15611961,615,150784.29
15762543,711,126188.42
15779743,633,29761.29
15782360,743,96399.67
15624451,641,116466.19
15571666,642,43250.54
15614103,850,51016.02
15772381,589,99106.97
15703117,565,89602.81
15799932,812,156906.15
15633516,526,168486.02
15622532,708,132730.07
15798960,680,39057.67
15698664,567,174606.35
15699195,709,168515.61
15687153,850,119174.88
15684958,489,82662.73
15706116,659,40441.1
15740557,753,109881.71
15583353,610,38276.84
15639590,758,156249.06
15659399,516,45591.23
15696373,687,103042.2
15657449,446,176743.51
15782144,522,3894.34
15581733,781,177703.15
15751392,689,136649.8
15785815,670,175894.24
15675252,734,125671.29
15654489,843,10804.04
15805909,700,22698.56
15724632,537,175262.49
15749528,652,170025.43
15691875,850,99689.48
15641411,756,113408.11
15689492,850,125806.3
15602405,703,65720.92
15610271,684,31002.03
15791780,706,158248.71
15729582,676,101397.86
15742971,708,84870.23
15694890,588,75969.19
15576745,769,197885.72
15669606,690,138017.68
15737832,771,170984.97
15681990,497,55859.27
15787848,602,102135.92
15713594,543,112771.95
15699467,631,87959.83
15748597,844,157230.06
15754113,588,155485.24
15749489,533,43852.05
15574352,850,140071.57
15713505,554,192660.55
15685653,585,137028.51
15738220,800,51553.43
15805764,646,52795.15
15675787,505,145011.62
15641822,648,22101.86
15765650,501,126535.92
15788556,683,44692.63
15622230,705,66331.01
15653937,638,16657.68
15718773,638,160129.99
15774536,607,196062.01
15618661,535,125710.53
15762134,506,170679.74
15655410,768,102397.22
15759067,537,117690.58
15683027,570,173792.77
15597487,850,80992.8
15623053,454,148309.98
15740072,720,138470.21
15583278,743,33693.78
15709222,557,123427.98
15713949,850,174183.44
15756071,756,90059.04
15688876,685,18826.06
15698528,599,130086.47
15716619,580,12099.67
15788367,487,53087.98
15640421,811,178.19
15580068,526,105618.14
15677123,767,24734.25
15619801,548,82245.67
15582246,737,177695.67
15729224,710,115403.31
15702138,510,44374.44
15674932,757,177528.92
15743828,691,56850.92
15642022,621,47972.65
15746461,709,104982.39
15809991,756,133535.29
15656683,551,63584.55
15610002,802,134626.3
15567802,450,175480.93
15745452,651,174337.68
15799186,632,192505.62
15686941,575,112507.63
15723858,517,12465.51
15615896,621,36122.96
15737647,775,37836.64
15582841,600,34747.43
15588587,752,105280.55
15683157,613,149653.81
15655875,511,132436.71
15805704,745,179705.13
15744789,786,15796.66
15665053,636,32936.44
15620758,660,129149.06
15637428,660,13218.6
15808389,617,160589.18
15807003,762,179657.83
15728078,609,43651.49
15736254,654,37065.66
15720814,670,38614.69
15642997,655,87816.86
15693200,752,184866.86
15660301,491,17818.33
15618239,530,85081.09
15614740,684,121967.88
15574071,706,127187.04
15721921,796,57205.55
15647111,794,107753.07
15688760,522,129107.59
15768124,648,54726.43
15781272,669,124872.42
15575858,763,134281.11
15702337,581,74320.75
15764537,703,9704.66
15579433,793,192120.66
15611580,751,117547.76
15614778,579,26149.25
15593280,614,166588.76
15654408,562,85787.31
15657468,711,102428.51
15693205,691,148848.76
15739592,707,70778.63
15656263,764,65868.28
15636872,585,171482.56
15640464,605,28427.84
15723851,699,78387.32
15696852,803,54277.45
15628530,694,88890.75
15678720,741,190534.76
15627999,590,83090.35
15571244,809,141426.78
15739931,523,51358.66
15806256,540,88703.04
15706463,597,7156.09
15691004,407,49161.12
15733447,562,65390.46
15679062,734,138835.91
15594409,710,36154.66
15625941,682,102260.16
15615016,515,136028.97
15751203,702,100442.22
15662658,651,193597.94
15574868,792,1871.25
15700601,561,12148.2
15569670,627,118029.09
15804862,505,137565.87
15792986,580,17185.95
15625632,577,143783.46
15606273,616,154957.66
15615322,528,159823.16
15722072,630,114110.97
15644692,546,66408.01
15716357,772,140709.25
15649793,658,187638.34
15684516,629,119357.93
15677249,731,192175.52
15581525,775,128841.31
15628420,660,150422.35
15600478,752,188187.05
15632521,689,150856.38
15652084,515,166370.81
15729515,782,195681.43
15682070,611,53277.15
15665963,681,180593.45
15596962,617,91195.12
15744942,638,108987.25
15573278,743,44265.28
15795881,776,148527.56
15740406,628,46044.48
15569120,615,156346.84
15723721,543,157711.18
15777122,553,89087.4
15742681,554,8742.36
15711254,452,164241.67
15701175,493,59659.53
15783019,794,173586.63
15728912,554,126033.9
15620341,500,196261.64
15792916,559,18917.95
15649354,754,9658.41
15625092,502,43568.31
15741032,733,117830.57
15784761,554,96929.24
15805769,656,116706
15719508,575,168080.53
15773731,758,100365.51
15687903,501,112664.24
15584113,823,131259.6
15669589,491,116471.14
15711130,734,99593.28
15615254,555,170514.21
15761168,478,51820.87
15812832,562,1354.25
15680517,769,71379.92
15690743,536,64308.49
15805429,699,163570.25
15814923,606,193878.51
15749727,829,178458.86
15619238,567,156125.72
15718454,712,45738.94
15789498,562,140650.19
15744691,755,4733.94
15790412,471,179655.87
15741416,707,77502.56
15663294,703,56246.72
15706729,662,179833.45
15641170,640,173016.46
15806284,739,58469.75
15690958,767,28038.28
15606386,753,159576.75
15681928,577,105407.79
15650432,849,198072.16
15592578,614,137791.18
15775709,832,30912.89
15702631,567,78651.55
15602282,587,123309.57
15740878,655,85736.26
15773277,676,84199.78
15572657,472,181224.56
15720676,700,17040.82
15731829,616,25662.27
15764405,731,162452.65
15793307,724,185541.2
15660679,653,118383.18
15666856,774,8214.41
15667289,719,10772.13
15624641,740,199290.68
15631882,688,129870.93
15642709,474,63158.22
15811026,505,171070.52
15596303,688,53222.15
15742442,705,139162.15
15568238,650,113469.65
15730353,550,147484.13
15731555,595,191448.96
15721462,622,33277.31
15808526,783,96590.39
15694349,714,6923.11
15718465,671,176403.33
